licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
CUISINE OF CM PTE. LTD.,SW10A21L000,3155 COMMONWEALTH AVE WEST #B1-24/25 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
BERRY BERRY PTE. LTD.,SW10A20N000,3155 COMMONWEALTH AVE WEST #B1-K9 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
FOUR LEAVES PTE. LTD.,SW10A19A000,3155 COMMONWEALTH AVE WEST #B1-15/16 THE CLEMENTI MALL SINGAPORE 129588,na,na,na,na
BREADTALK PTE LTD,SW10A18B000,3155 COMMONWEALTH AVE WEST #01-01/02 THE CLEMENTI MALL SINGAPORE 129588,B,6,na,na
MR BEAN INTERNATIONAL PTE. LTD.,SW10A17C000,3155 COMMONWEALTH AVE WEST #B1-K7 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,SW10A14K000,3155 COMMONWEALTH AVENUE WEST #B1-32/33 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
WAN HO KEUNG,SW10A12N000,449 CLEMENTI AVENUE 3 #01-235 PART OF SINGAPORE 120449,A,na,na,na
ZENSHO FOOD SINGAPORE PTE. LTD.,SW10A10X000,3155 THE CLEMENTI MALL #B1-28/29 COMMONWEALTH AVE WEST SINGAPORE 129588,A,na,na,na
CHAN PAU TEE,SW10A04N000,442 CLEMENTI AVENUE 3 #01-83 (PART OF) SINGAPORE 120442,B,na,na,na
FONG SENG FAST FOOD PTE LTD,SW10A03P000,101 PASIR PANJANG ROAD SINGAPORE 118527,B,na,na,na
INDIAN BAGUS PTE. LTD.,SW10999X000,301 BOON LAY WAY #01-14 BOON LAY MRT STATION SINGAPORE 649846,B,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW10996B000,8 SENTOSA GATEWAY SKY BAR - 11th STY HOTEL MICHAEL (RWS) SINGAPORE 098269,na,na,na,na
BT6 CAFE CUISINE PTE. LTD.,SW10985J000,6 CHEONG CHIN NAM ROAD SINGAPORE 599731,A,na,na,na
SENTOSA BEACH RESORT PTE LTD,SW10972X000,101 SILOSO ROAD RASA SENTOSA RESORT LEVEL 5-SVC BAR (CoolLounge) SINGAPORE 098970,na,na,na,na
SENTOSA BEACH RESORT PTE LTD,SW10971V000,101 SILOSO ROAD RASA SENTOSA RESORT LEVEL 3 - BUBBLES BAR SINGAPORE 098970,na,na,na,na
SENTOSA BEACH RESORT PTE LTD,SW10970A000,101 SILOSO ROAD RASA SENTOSA RESORT LEVEL 1 - SILOSO BALLROOM SINGAPORE 098970,A,na,na,na
SENTOSA BEACH RESORT PTE LTD,SW10969J000,101 SILOSO ROAD RASA SENTOSA RESORT LEVEL 3 - 8 NOODLES SINGAPORE 098970,A,na,na,na
SENTOSA BEACH RESORT PTE LTD,SW10968K000,101 SILOSO ROAD RASA SENTOSA RESORT LEVEL 5 - HORIZON PAVILION SINGAPORE 098970,A,na,na,na
BAKE INC. HOLDINGS PTE. LTD.,SW10955V000,61 CHOA CHU KANG DRIVE #01-08 YEW TEE MRT STATION SINGAPORE 689715,na,na,na,na
LEE SEOH YONG,SW10954A000,3155 COMMONWEALTH AVENUE WEST #B1-K14 THE CLEMENTI MALL SINGAPORE 129588,B,na,na,na
CAKE HISTORY PTE. LTD.,SW10939V000,441A CLEMENTI AVENUE 3 #01-07 SINGAPORE 121441,na,na,na,na
BENGAWAN SOLO PTE LTD,SW10931N000,3155 THE CLEMENTI MALL #B1-26/27 COMMONWEALTH AVE WEST SINGAPORE 129588,na,na,na,na
SINGAPORE FOOD & BEVERAGE PTE. LTD.,SW10925K000,43 SILOSO BEACH WALK #02-01 IFLY SINGAPORE SENTOSA SINGAPORE 099010,A,na,na,na
EAT. BUSINESS PTE. LTD.,SW10907N000,3155 COMMONWEALTH AVE WEST #B1-17/18 THE CLEMENTI MALL SINGAPORE 129588,B,na,na,na
THE BAKERY DEPOT PTE LTD,SW10904V000,20 PASIR PANJANG ROAD #02-12 MAPLETREE BUSINESS CITY SINGAPORE 117439,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10899B000,10 BUKIT BATOK CENTRAL #01-13 BUKIT BATOK MRT STATION SINGAPORE 659958,A,na,na,na
YA KUN CAFE PTE. LTD.,SW10894L000,1 JURONG WEST CENTRAL 2 #02-K1/K2 JURONG POINT SINGAPORE 648886,A,na,na,na
HEIDI WONG CHOON HAR,SW10887K000,500 DOVER ROAD #01-17A SINGAPORE POLYTECHNIC - INNOVATION VILLAGE SINGAPORE 139651,B,na,na,na
MCDONALD'S RESTAURANTS PTE. LTD.,SW10886L000,43 SILOSO BEACH WALK #01-04 SENTOSA SKYVENTURE COMPLEX SINGAPORE 099010,A,na,na,na
TAN BEE BEE,SW10871C000,100 NORTH BUONA VISTA ROAD #01-05/07 BUONA VISTA MRT STATION SINGAPORE 139345,B,na,na,na
PACIFIC REFRESHMENTS PTE. LTD.,SW10862E000,1 TUAS BAY DRIVE 1ST STOREY SINGAPORE 637557,A,na,na,na
LUXE'Z SWEETS PTE. LTD.,SW10859X000,630 BUKIT BATOK CENTRAL #01-150 SINGAPORE 650630,na,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10851L000,160A JALAN TECK WHYE #01-02 MULTI STOREY CAR PARK SINGAPORE 681160,A,na,na,na
SIN HONG YUN PTE. LTD.,SW10850N000,501 OLD CHOA CHU KANG ROAD (PART OF) SINGAPORE 698928,A,na,na,na
SENTOSA BEACH RESORT PTE LTD,SW10845J000,101 SILOSO ROAD RASA SENTOSA RESORT L3 SILVER SHELL CAFE/CASSEROLE SINGAPORE 098970,A,na,na,na
PRIME PACIFIC PTE. LTD.,SW10843L000,1 YUAN CHING ROAD #01-05A SUPERBOWL COMPLEX SINGAPORE 618640,A,na,na,na
AMARA SENTOSA INVESTMENTS PTE. LTD.,SW10828K000,1 LARKHILL ROAD TIERS BAR (BASEMENT LEVEL) SENTOSA SINGAPORE 099394,na,na,na,na
THE BAKERY DEPOT PTE LTD,SW10815V000,1 HARBOURFRONT WALK 01- 113/114 VIVOCITY SINGAPORE 098585,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10799J000,242 BUKIT BATOK EAST AVENUE 5 #01-K1 SINGAPORE 650242,B,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10782C000,746 JURONG WEST STREET 73 #01-K1 SINGAPORE 640746,A,na,na,na
FOODNATION 2 PTE. LTD.,SW10762L000,20 PASIR PANJANG ROAD #02-17 MAPLETREE BUSINESS CITY SINGAPORE 117439,A,na,na,na
JAYTARRANI EATING HOUSE PTE. LTD.,SW10759B000,32 TUAS VIEW SQUARE #01-01 SINGAPORE 637778,na,0,na,na
MOS FOODS SINGAPORE PTE. LTD.,SW10758C000,1 MARITIME SQUARE #01-95/96/97 HARBOURFRONT CENTRE SINGAPORE 099253,A,na,na,na
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,SW10755K000,3 SILOSO ROAD #01-04 MERLION PLAZA SENTOSA SINGAPORE 098977,A,na,na,na
SAGAR PTE. LTD.,SW10740B000,20 PASIR PANJANG ROAD #02-12A MAPLETREE BUSINESS CITY SINGAPORE 117439,B,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10722E000,668A JURONG WEST STREET 64 #01-120 SINGAPORE 641668,A,na,na,na
DINO CAKE HOUSE & CAFE PTE LTD,SW10720K000,1 JALAN ANAK BUKIT #B1-K70 BUKIT TIMAH PLAZA SINGAPORE 588996,A,na,na,na
CATERPILLAR ASIA PTE LTD,SW10709A000,5 TUKANG INNOVATION GROVE 1st STOREY SINGAPORE 618304,A,na,na,na
DHAKA FOODS PTE. LTD.,SW10708B000,517 WEST COAST ROAD #01-563 SINGAPORE 120517,A,na,na,na
A-POH KITCHEN PTE. LTD.,SW10707C000,354 CLEMENTI AVENUE 2 #01-223 CLEMENTI SHOPPING CENTRE SINGAPORE 120354,B,10,na,na
SSR SENTOSA PTE. LTD.,SW10704K000,26 SENTOSA GATEWAY #01-292 WATERFRONT PROMENADE RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
THE WOK PEOPLE PTE. LTD.,SW10690K000,15 JOO KOON CIRCLE 2ND STOREY SINGAPORE 629046,A,na,na,na
SHOPPING BAG (S) PTE. LTD.,SW10687A000,26 SENTOSA GATEWAY #01-230 RESORTS WORLD SENTOSA SINGAPORE 098138,A,na,na,na
ASTON FOOD & BEVERAGE SPECIALITIES PTE. LTD.,SW10683J000,20 PASIR PANJANG ROAD #02-15 MAPLETREE BUSINESS CITY SINGAPORE 117439,A,na,na,na
KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,SW10679A000,253 CHOA CHU KANG AVENUE 1 #01-02 KEAT HONG SHOPPING CENTRE SINGAPORE 680253,A,na,na,na
SUTHA'S RESTAURANT PTE LTD,SW10668E000,16 TUAS AVENUE 3 BLOCK A 1ST STOREY SINGAPORE 639413,na,na,na,na
COMMONWEALTH RETAIL CONCEPTS PTE. LTD.,SW10665L000,20 PASIR PANJANG ROAD #02-13 MAPLETREE BUSINESS CITY SINGAPORE 117439,A,na,na,na
ONE EIGHT SHOP PTE. LTD.,SW10662X000,104 JURONG EAST STREET 13 #01-110 (PART OF) - RIGHT SIDE SINGAPORE 600104,B,na,na,na
GREAT TIDINGS PRIVATE LIMITED,SW10653V000,10 BIOPOLIS ROAD #01-02 CHROMOS SINGAPORE 138670,A,na,na,na
RH FOODIES PTE. LTD.,SW10647P000,10 BUKIT BATOK CENTRAL #01-17 BUKIT BATOK MRT STATION SINGAPORE 659958,na,na,na,na
Z PLACE PTE. LTD.,SW10646X000,10 BUKIT BATOK CENTRAL #01-10/11 BUKIT BATOK MRT STATION SINGAPORE 659958,B,na,na,na
BOON & MOON PTE. LTD.,SW10641E000,10 BUKIT BATOK CENTRAL #01-16 BUKIT BATOK MRT STATION SINGAPORE 659958,B,na,na,na
SODEXO SINGAPORE PTE. LTD.,SW10631K000,95 PORTSDOWN ROAD 3RD STOREY JUNIOR SCHOOL BLDG TANGLIN TRUST SCHOOL SINGAPORE 139299,A,na,na,na
COMMONWEALTH RETAIL CONCEPTS PTE. LTD.,SW10624J000,154 WEST COAST ROAD #02-24 WEST COAST PLAZA SINGAPORE 127371,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW10614L000,30 SENTOSA GATEWAY CHUROS CART NO. 3 - BULLRING/WATERFRONT AREA (RWS) SINGAPORE 098140,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW10613N000,30 SENTOSA GATEWAY DIM SUM CART NO.2 - BULLRING/WATERFRONT AREA (RWS) SINGAPORE 098140,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW10612P000,30 SENTOSA GATEWAY HOTDOG CART NO. 1- BULLRING/WATERFRONT/USS (RWS) SINGAPORE 098140,A,na,na,na
TEN & HAN TRADING PTE LTD,SW10607K000,50 BEACH VIEW #01-K7 SENTOSA SINGAPORE 098604,A,na,na,na
MCDONALD'S RESTAURANTS PTE. LTD.,SW10600B000,26 SENTOSA GATEWAY #B1-211/212 SINGAPORE 098138,A,na,na,na
SUPERSNACKS LLP,SW10597B000,15 KENT RIDGE DRIVE #01-03 MOCHTAR RIADY BLDG NUS BUSINESS SCHOOL SINGAPORE 119245,A,na,na,na
Z T P GINSENG BIRDNEST PTE LTD,SW10592L000,10 BUKIT BATOK CENTRAL #01-09 BUKIT BATOK MRT STATION SINGAPORE 659958,B,na,na,na
ALCON SINGAPORE MANUFACTURING PTE. LTD.,SW10585K000,19 TUAS SOUTH AVENUE 14 SINGAPORE 637313,A,na,na,na
NG CHOON CHUAN,SW10546B000,960 JURONG WEST STREET 92 #01-186 PART OF SINGAPORE 640960,na,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10510C000,1 CHOA CHU KANG GROVE #02-03/04 ITE COLLEGE WEST SINGAPORE 688236,A,na,na,na
BENFRIS JOYFUL PTE. LTD.,SW10507P000,20 PASIR PANJANG ROAD #02-16 MAPLETREE BUSINESS CITY SINGAPORE 117439,A,na,na,na
NG JENNY,SW10483V000,101 BUKIT BATOK WEST AVENUE 3 EDEN SCHOOL SINGAPORE 659168,na,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10482A000,289H BUKIT BATOK STREET 25 #01-02 SINGAPORE 657289,A,na,na,na
GOLD OCEAN RESTAURANTS PTE. LTD,SW10469P000,26 SENTOSA GATEWAY #B1-215 TO #B1-218 THE FORUM RESORTS WORLD SENTOSA SINGAPORE 098138,B,na,na,na
TEE POH KUAN,SW10453K000,456 JURONG WEST STREET 41 #01-730 (PART OF) SINGAPORE 640456,B,na,na,na
TANJONG BEACH CLUB PTE. LTD.,SW10426P000,120 TANJONG BEACH WALK (OUTDOOR BAR) SENTOSA SINGAPORE 098942,na,na,na,na
STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW10420E000,20 PASIR PANJANG ROAD #02-11 MAPLETREE BUSINESS CITY SINGAPORE 117439,A,na,na,na
INSTITUTE OF TECHNICAL EDUCATION,SW10416V000,1 CHOA CHU KANG GROVE #03-02 ITE COLLEGE WEST SINGAPORE 688236,A,na,na,na
INSTITUTE OF TECHNICAL EDUCATION,SW10415A000,1 CHOA CHU KANG GROVE #03-01 (BLOCK 2) ITE COLLEGE WEST SINGAPORE 688236,A,na,na,na
LIM HOCK CHEE,SW10414B000,20 PASIR PANJANG ROAD #02-21 MAPLETREE BUSINESS CITY SINGAPORE 117439,na,na,na,na
INSTITUTE OF TECHNICAL EDUCATION,SW10407A000,1 CHOA CHU KANG GROVE #04-01 ITE COLLEGE WEST SINGAPORE 688236,A,na,na,na
K BOX ENTERTAINMENT GROUP PTE. LTD.,SW10399K000,309 CHOA CHU KANG AVENUE 4 #05-01/02 CHOA CHU KANG CENTRE SINGAPORE 680309,na,na,na,na
TANJONG BEACH CLUB PTE. LTD.,SW10393A000,120 TANJONG BEACH WALK (1ST & 2ND STOREY) - SENTOSA SINGAPORE 098942,A,na,na,na
FLM (JURONG) RESTAURANT PTE. LTD.,SW10392B000,450 JALAN AHMAD IBRAHIM #01-01 RAFFLES COUNTRY CLUB -1st STY LAKEFRONT CAFETERIA SINGAPORE 639932,na,na,na,na
KIM SI F&B PTE. LTD.,SW10380K000,50 TUAS AVENUE 11 #01-29/30 CANTEEN BLK 1 SINGAPORE 639107,na,na,na,na
"SIM SOCK TZE, HENRY",SW10369A000,1 CHOA CHU KANG GROVE #05-01 ITE COLLEGE WEST SINGAPORE 688236,A,na,na,na
WONG CHOO GEOK,SW10361P000,399 YUNG SHENG ROAD #01-26 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,na,na,na,na
MCDONALD'S RESTAURANTS PTE. LTD.,SW10353P000,26 SENTOSA GATEWAY #B1-213/214 THE FORUM RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
TABLE CONCEPTS PTE. LTD.,SW10350A000,154 WEST COAST ROAD #02-26 WEST COAST PLAZA SINGAPORE 127371,A,na,na,na
AGAPE DELICACIES PTE. LTD.,SW10336X000,1 TUAS SOUTH LANE 1ST STOREY SINGAPORE 637301,B,na,na,na
NG AH HUAY,SW10334A000,1 CHOA CHU KANG GROVE #02-02 ITE COLLEGE WEST SINGAPORE 688236,A,na,na,na
KHAN EATING HOUSE PTE. LTD,SW10320L000,90 TUAS SOUTH AVENUE 9 #01-05 TUAS LODGE 1 SINGAPORE 637397,na,4,na,na
SCOOP & SCOOP PTE. LTD.,SW10312L000,63 JURONG WEST CENTRAL 3 #01-94/95/96/97 JURONG POINT SINGAPORE 648331,A,na,na,na
KOUFU PTE LTD,SW10305K000,26 SENTOSA GATEWAY #B1-208 RESORTS WORLD AT SENTOSA (SINGAPORE POOLS) SINGAPORE 098138,A,na,na,na
FOOD FEST F & B PTE. LTD.,SW10303N000,1 CHOA CHU KANG GROVE #03-05 ITE COLLEGE WEST SINGAPORE 688236,na,na,na,na
FOOD FEST F & B PTE. LTD.,SW10302P000,1 CHOA CHU KANG GROVE #02-01 ITE COLLEGE WEST SINGAPORE 688236,na,6,na,na
TASTER FOOD PTE. LTD.,SW10291K000,26 SENTOSA GATEWAY #01-217 TO #01-222 RESORTS WORLD SENTOSA SINGAPORE 098138,A,na,na,na
SHRI VENKATESWARA PTE. LTD.,SW10259K000,3 HU CHING ROAD YUVABHARATHI INTERNATIONAL SCHOOL SINGAPORE 619651,B,na,na,na
ONG KING BOON,SW10247X000,69R TUAS SOUTH AVENUE 1 SINGAPORE 639926,na,4,na,na
EM BY THE MARINA PTE. LTD.,SW10238V000,1 COVE AVENUE #02-14 SENTOSA COVE ARRIVAL PLAZA SENTOSA SINGAPORE 098537,A,na,na,na
RAMEN PLAY PTE. LTD.,SW10229A000,26 SENTOSA GATEWAY #B1-219 and 220 RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
STARBUCKS COFFEE SINGAPORE PTE. LTD.,SW10221P000,26 SENTOSA GATEWAY #01-202 RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
NATIONAL UNIVERSITY OF SINGAPORE SOCIETY,SW10217J000,9 KENT RIDGE DRIVE 3RD STOREY KENT RIDGE GUILD HOUSE SINGAPORE 119241,na,na,na,na
BACHMANN JAPANESE RESTAURANT PTE LTD,SW10211V000,1 HARBOURFRONT WALK #01-59 VIVO CITY SINGAPORE 098585,A,na,na,na
TEMASEK CLUB,SW10184N000,1 PORTSDOWN ROAD TEMASEK CLUB BLK 2 (2ND STOREY) - WINE BAR SINGAPORE 139295,na,na,na,na
CHOCOLAT N' SPICE PTE. LTD,SW10180A000,78B TELOK BLANGAH STREET 32 #01-27 SINGAPORE 102078,na,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW10176N000,26 SENTOSA GATEWAY #01-231 SINGAPORE 098138,A,na,na,na
BREADTALK PTE LTD,SW10169L000,26 SENTOSA GATEWAY #B1-203/204 RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
MFSG VIVO PTE. LTD.,SW10163B000,1 HARBOURFRONT WALK #01-51A VIVO CITY SINGAPORE 098585,na,na,na,na
NEW TOWN CAFE PTE. LTD,SW10162C000,1 BUKIT BATOK CENTRAL LINK #02-10A WEST MALL SINGAPORE 658713,A,na,na,na
CARAMELCRISP PTE. LTD.,SW10157V000,26 SENTOSA GATEWAY #01-75 THE BULL RING RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
"BETTER BREADS, BAKES & FOODS (PRIVATE) LIMITED",SW10127K000,9 ONE-NORTH GATEWAY #01-37 ONE-NORTH RESIDENCES SINGAPORE 138643,na,na,na,na
KOH LI KIA,SW10111C000,170 UPPER BUKIT TIMAH ROAD #B1-11/12 BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,B,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW10086P000,26 SENTOSA GATEWAY #02-140/141 RESORT WORLD AT SENTOSA SINGAPORE 098269,A,na,na,na
HARD ROCK CAFE PTE LTD?,SW10083A000,26 SENTOSA GATEWAY #01-209/210/211/212/213/214 - RWS SINGAPORE 098138,A,na,na,na
CHINOIS PTE. LTD.,SW10069X000,26 SENTOSA GATEWAY #02-142/143 RWS SINGAPORE 098138,A,na,na,na
SAW PENG RUI,SW10055J000,55 PASIR PANJANG ROAD PASIR PANJANG FERRY TERMINAL (KIOSK 2) SINGAPORE 118810,B,na,na,na
NG CHOON CHUAN,SW10053L000,37 TEBAN GARDENS ROAD #01-310 (PART OF) SINGAPORE 600037,na,na,na,na
N MAHINDREN,SW10041V000,4 PHOENIX ROAD PHOENIX HEIGHTS SINGAPORE 668158,A,na,na,na
STAMFORD CATERING SERVICES PTE LTD,SW10040A000,20 TUAS SOUTH AVENUE 14 MODULE FACTORY 3A - 1ST STOREY SINGAPORE 637312,A,na,na,na
STAMFORD CATERING SERVICES PTE LTD,SW10039J000,20 TUAS SOUTH AVENUE 14 CELL FACTORY 2A - 3RD STOREY SINGAPORE 637312,A,na,na,na
PRO*3 INSTITUTIONAL CATERING PTE. LTD.,SW10038K000,20 TUAS SOUTH AVENUE 14 CENTRAL KITCHEN 4Q - 1ST STOREY SINGAPORE 637312,B,na,na,na
MULTI CONCEPTS LINK (SINGAPORE) PTE. LTD.,SW10015B000,1 HARBOURFRONT WALK #01-93 VIVO CITY SINGAPORE 098585,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW10004J000,1 COVE AVENUE #02-11 SENTOSA COVE ARRIVAL PLAZA SINGAPORE 098357,A,na,na,na
BANG AH HONG,SW10003K000,500 DOVER ROAD SINGAPORE POLYTECHNIC- HILLTOP LIBRARY SINGAPORE 139651,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09B66E000,26 SENTOSA GATEWAY #01-0181/0182 - RESORTS WORLD @ SENTOSA SINGAPORE 098138,A,na,na,na
SAINTMARC SOUTH EAST ASIA PTE. LTD.,SW09B59C000,1 HARBOURFRONT WALK #01-108/109/110 VIVO CITY SINGAPORE 098585,A,na,na,na
HAN CHOON KONG,SW09B48K000,60 BENOI ROAD 1ST STOREY SINGAPORE 629906,B,na,na,na
ICE CREAM FRENZY PTE. LTD.,SW09B24C000,501 WEST COAST DRIVE #01-250 SINGAPORE 120501,A,na,na,na
ALVIN SABAI,SW09B22J000,7 CHOA CHU KANG AVENUE 4 BUKIT PANJANG GOVERNMENT HIGH SCHOOL (ADMIN BLK) SINGAPORE 689809,A,na,na,na
KACIA LLP,SW09A98X000,91 BUKIT BATOK WEST AVENUE 2 #03-07 3RD STOREY CLUB CSC @ BUKIT BATOK SINGAPORE 659206,na,na,na,na
MUGI PRIME PTE. LTD.,SW09A70V000,1 HARBOURFRONT WALK #B2-06 VIVO CITY SINGAPORE 098585,na,na,na,na
TUNG LOK MILLENNIUM PTE LTD,SW09A69E000,26 SENTOSA GATEWAY #B1-222/223 RWS SINGAPORE 098138,A,na,na,na
WEE KOK HEONG,SW09A68J000,19 LORONG KILAT #01-03 KILAT 19 SINGAPORE 598120,A,na,na,na
GDA RESTAURANTS PTE LTD,SW09A67K000,26 SENTOSA GATEWAY #01-72 /073 /074 - RESORTS WORLD AT SENTOSA SINGAPORE 098138,A,na,na,na
TAN TUAN ENG,SW09A44B000,498 JURONG WEST STREET 41 #01-444 PART OF SINGAPORE 640498,B,4,na,na
STUFF'D ENTERPRISE PTE. LTD,SW09A39X000,21 CHOA CHU KANG NORTH 6 #B1-50 YEWTEE POINT SINGAPORE 689578,B,na,na,na
PINES FOOD CATERING PTE. LTD.,SW09A35C000,11 KENT RIDGE DRIVE #01-03 SHAW FOUNDATION ALUMNI HOUSE-NUS SINGAPORE 119244,A,na,na,na
HONG YUN FOOD PTE. LTD.,SW09A22N000,50 SCIENCE PARK ROAD #01-03 THE KENDALL SINGAPORE 117406,na,na,na,na
RIVER VALLEY HIGH SCHOOL,SW09A09J000,6 BOON LAY AVENUE RIVER VALLEY HIGH SCHOOL SINGAPORE 649961,na,na,na,na
YONG XING MEI WEI PTE. LTD.,SW09A05P000,61 JURONG WEST CENTRAL 3 #01-152 BOON LAY BUS INTERCHANGE SINGAPORE 648330,B,na,na,na
COMPASS GROUP (SINGAPORE) PTE. LTD.,SW09A04X000,26 SENTOSA GATEWAY #B1-129/131/133 RWS (BAGUS CAFE -CAFETERIA 2 ) SINGAPORE 098138,A,na,na,na
COMPASS GROUP (SINGAPORE) PTE. LTD.,SW09A03V000,26 SENTOSA GATEWAY #B2-101 HO YEH STAFF CAFETERIA RESORTS WORLD SENTOSA SINGAPORE 098138,A,na,na,na
COMPASS GROUP (SINGAPORE) PTE. LTD.,SW09996E000,30 SENTOSA GATEWAY #02-321 MAD CAFE @ DREAMWORK USS RWS SINGAPORE 098269,A,na,na,na
COMPASS GROUP (SINGAPORE) PTE. LTD.,SW09995J000,30 SENTOSA GATEWAY #B1-302 TAKE 5 CAFE @ USS - RWS SINGAPORE 098269,A,na,na,na
ROYAL T GROUP PTE. LTD.,SW09992N000,1 HARBOURFRONT WALK #01-111 VIVO CITY SINGAPORE 098585,A,na,na,na
NORAIZA BINTE RAIS,SW09985L000,4 LAKEPOINT DRIVE #01-27 LAKEPOINT CONDOMINIUM SINGAPORE 648924,A,na,na,na
CHEN SIEW LEN,SW09972A000,651 JURONG WEST STREET 61 ##01-04 MULTI STOREY CAR PARK SINGAPORE 640651,na,na,na,na
CARAMELCRISP PTE. LTD.,SW09958X000,1 HARBOURFRONT WALK #01-159 VIVO CITY SINGAPORE 098585,A,na,na,na
UNDERWATER WORLD SINGAPORE PTE LTD,SW09912B000,80 SILOSO ROAD DOLPHIN POOL UNDERWATER WORLD - SENTOSA SINGAPORE 098969,A,na,na,na
LIM CHAO SAI (LIN ZHAOCAI),SW09899E000,31 JURONG WEST STREET 63 #02-01 PIONEER MRT STATION SINGAPORE 648310,B,na,na,na
JT PREMIER BTP PTE. LTD.,SW09881C000,1 JALAN ANAK BUKIT #B2-FB1 BUKIT TIMAH PLAZA SINGAPORE 588996,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09877X000,8 SENTOSA GATEWAY CASINO (CASINO ROYALE BAR) SINGAPORE 098269,na,na,na,na
JOLLIBEAN FOODS PTE. LTD.,SW09868V000,1 JALAN ANAK BUKIT #L1-RK1 BUKIT TIMAH PLAZA SINGAPORE 588996,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09867A000,30 SENTOSA GATEWAY #B1-301 UNIVERSAL STUDIO SINGAPORE- RWS SINGAPORE 098140,A,na,na,na
JT PREMIER ACC PTE. LTD.,SW09863J000,511 UPPER JURONG ROAD #01-02 ARENA COUNTRY CLUB SINGAPORE 638366,A,na,na,na
COLD STORAGE SINGAPORE (1983) PTE LTD,SW09862K000,91 JOO KOON CIRCLE #02-04/05/06 JOO KOON MRT STN SINGAPORE 629116,A,na,na,na
WANG JIANYING,SW09859A000,137 TECK WHYE LANE #01-315 (PART OF) UNIT A SINGAPORE 680137,B,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09855J000,8 SENTOSA GATEWAY MAXIMS CLUB & CROCKFORDS CLUB (HAPPY 9) SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09854K000,8 SENTOSA GATEWAY MAXIMS CLUB & CROCKFORDS CLUB (FENG SHUI INN) SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09853L000,8 SENTOSA GATEWAY MAXIMS CLUB & CROCKFORDS (Crockfords Grill) SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09847J000,8 SENTOSA GATEWAY CASINO CROCKFORDS CLUB (CIGAR LOUNGE) -RWS SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09846K000,26 SENTOSA GATEWAY #B1-109/110 RESORTS WORLD SENTOSA (CASINO) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09845L000,8 SENTOSA GATEWAY CASINO (FULL HOUSE) SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09844N000,8 SENTOSA GATEWAY CASINO (WING CHOI) SINGAPORE 098269,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW09843P000,26 SENTOSA GATEWAY #B1-102 RESORTS WORLD SENTOSA SINGAPORE 098269,A,na,na,na
