licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P009,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P008,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P007,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P006,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P005,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P004,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P003,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P002,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
RESORTS WORLD AT SENTOSA PTE. LTD.,SW11A34P001,26 SENTOSA GATEWAY #01-03 TO 28 RESORTS WORLD SENTOSA (WATERFRONT) SINGAPORE 098138,A,na,na,na
TAN LI HUA,SW11976B003,80 TUAS WEST DRIVE 1ST STOREY SINGAPORE 638417,A,na,na,na
TAY BEE ENG,SW11976B001,80 TUAS WEST DRIVE 1ST STOREY SINGAPORE 638417,A,na,na,na
HENG YONG CHENG,SW11914J008,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,A,na,na,na
WU LIYUAN,SW11914J007,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
JUMPHA KINGDAO,SW11914J006,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
SITHA D/O RAMIAH,SW11914J005,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,A,na,na,na
HENG YONG CHENG,SW11914J004,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
DE GUZMAN LITA OPAGUE,SW11914J003,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
NG YEW TIONG (HUANG YOUZHONG),SW11914J002,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
HOR CHEE VOON,SW11914J001,1 BUKIT BATOK CRESCENT #02-49/50/51 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
JU XIN YUAN PTE. LTD.,SW11910P006,47 TUAS SOUTH AVE 1 TUAS COVE (1ST STOREY) SINGAPORE 637328,B,na,na,na
SOH CHING KIAT,SW11910P005,47 TUAS SOUTH AVE 1 TUAS COVE (1ST STOREY) SINGAPORE 637328,B,na,na,na
OM MURUGAN VILAS PTE. LTD.,SW11910P004,47 TUAS SOUTH AVE 1 TUAS COVE (1ST STOREY) SINGAPORE 637328,B,10,na,na
MASITA BTE ABU,SW11910P003,47 TUAS SOUTH AVE 1 TUAS COVE (1ST STOREY) SINGAPORE 637328,B,na,na,na
ABSAH BINTI MOIDU,SW11910P002,47 TUAS SOUTH AVE 1 TUAS COVE (1ST STOREY) SINGAPORE 637328,B,na,na,na
SOH CHING KIAT,SW11910P001,47 TUAS SOUTH AVE 1 TUAS COVE (1ST STOREY) SINGAPORE 637328,B,na,na,na
SRI GOVINDAVILAS RESTAURANT PTE. LTD,SW11885E003,210 CHOA CHU KANG AVENUE 1 COMFORT GARDEN SINGAPORE 689474,B,na,na,na
FOUR SEASONS FOOD CENTRAL PTE. LTD.,SW11885E002,210 CHOA CHU KANG AVENUE 1 COMFORT GARDEN SINGAPORE 689474,B,na,na,na
NEW CHETTY VILAS RESTAURANT & CATERING PTE. LTD.,SW11885E001,210 CHOA CHU KANG AVENUE 1 COMFORT GARDEN SINGAPORE 689474,B,na,na,na
LIMSHI PTE. LTD.,SW11633V007,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
KERK HONG BENG,SW11633V006,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
QUOK KAN JEE,SW11633V005,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,6,na,na
AMEER HAMJA UBAIDULLA,SW11633V004,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
QUOK KAN JEE,SW11633V003,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
NG AH BE,SW11633V002,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
ZHANG LIJIAN,SW11633V001,1 BUKIT BATOK CRESCENT #02-06 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
OH CHEE BENG (HU ZHIMING),SW11577B003,1 BUKIT BATOK CRESCENT #02-36 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
MOHAMMAD NIZAR BIN AHMAD BAKHTIAR AFANDI,SW11577B002,1 BUKIT BATOK CRESCENT #02-36 WCEGA PLAZA SINGAPORE 658064,B,na,na,na
OH CHEE BENG (HU ZHIMING),SW11577B001,1 BUKIT BATOK CRESCENT #02-36 WCEGA PLAZA SINGAPORE 658064,A,na,na,na
KING COFFEE HOUSE PTE. LTD.,SW11565K007,23 PENJURU WALK #02-81 CASSIA AT PENJURU SINGAPORE 608537,B,na,na,na
MR DRINKS CORNER PTE. LTD.,SW11565K006,23 PENJURU WALK #02-81 CASSIA AT PENJURU SINGAPORE 608537,na,na,na,na
KING COFFEE HOUSE PTE. LTD.,SW11565K003,23 PENJURU WALK #02-81 CASSIA AT PENJURU SINGAPORE 608537,B,na,na,na
KING COFFEE HOUSE PTE. LTD.,SW11565K002,23 PENJURU WALK #02-81 CASSIA AT PENJURU SINGAPORE 608537,B,na,na,na
KING COFFEE HOUSE PTE. LTD.,SW11565K001,23 PENJURU WALK #02-81 CASSIA AT PENJURU SINGAPORE 608537,B,na,na,na
KOUFU PTE LTD,SW11562P012,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
MAAYAA RESTAURANT AND CATERING PTE. LTD.,SW11562P011,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,B,na,na,na
JIU MAO JIU HOTPOT PTE. LTD.,SW11562P010,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
ALAN TAN HANG CHENG,SW11562P009,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
LOW KAM WENG,SW11562P008,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,B,na,na,na
DING XIAOCONG,SW11562P007,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
LIM TEIK SOON,SW11562P006,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,B,na,na,na
CHEN JIANQING,SW11562P005,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
CHEN LI,SW11562P004,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
CHEN BIN,SW11562P003,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,B,na,na,na
JIU MAO JIU HOTPOT PTE. LTD.,SW11562P002,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
WU ZHONGMIN,SW11562P001,1 CREATE WAY #01-04 UNIVERSITY TOWN - NUS SINGAPORE 138602,A,na,na,na
AL-HAZIMA RESTAURANT PTE. LTD.,SW11471V003,11 JALAN LEKAR 1ST STOREY BLK 1 SCAL DORMITORY SINGAPORE 698918,B,na,na,na
AL-HAZIMA RESTAURANT PTE. LTD.,SW11471V002,11 JALAN LEKAR 1ST STOREY BLK 1 SCAL DORMITORY SINGAPORE 698918,B,na,na,na
CHANDRAMORGAN BIN MOHIDEEN,SW11471V001,11 JALAN LEKAR 1ST STOREY BLK 1 SCAL DORMITORY SINGAPORE 698918,B,na,na,na
NTUC FOODFARE CO-OPERATIVE LTD,SW11234V017,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
SFBI (ASIA-PACIFIC) PTE. LTD.,SW11234V016,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
CHEN RONG,SW11234V015,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
PENYET KING PTE. LTD.,SW11234V014,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,na,na,na,na
GAN HOCK LIM,SW11234V013,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
PRIME LEADER PTE. LTD.,SW11234V012,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,na,na,na,na
SUTOPO LAI HWA KENSY,SW11234V011,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
LAI YUHAO,SW11234V010,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
THYE HONG EATERIES PTE. LTD.,SW11234V009,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,6,na,na
ZHENG BIFANG,SW11234V008,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,na,na,na,na
I & R ASIAN FOOD PTE. LTD.,SW11234V007,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
SOUP KITCHEN FOOD & BEVERAGE LLP,SW11234V006,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
RED PACKETS FOOD PTE. LTD.,SW11234V005,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,na,na,na,na
CHANG CHENG FOOD PARADISE PTE. LTD.,SW11234V004,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
NEW HOPE F&B LLP,SW11234V003,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
LONGEN PTE. LTD.,SW11234V002,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
SHINKO IMPORT & EXPORT PTE LTD,SW11234V001,3155 COMMONWEALTH AVE WEST #04-20 THE CLEMENTI MALL SINGAPORE 129588,A,na,na,na
LEI YUEN COFFEE & TEA PTE. LTD.,SW11179A009,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,na,na,na
LEI YUEN COFFEE & TEA PTE. LTD.,SW11179A008,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,na,na,na
LEI YUEN COFFEE & TEA PTE. LTD.,SW11179A007,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,na,na,na
QUEK BENG HOW,SW11179A006,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,na,na,na,na
LEI YUEN COFFEE & TEA PTE. LTD.,SW11179A005,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,na,na,na
LEI YUEN COFFEE & TEA PTE. LTD.,SW11179A004,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,na,na,na
LEI YUEN COFFEE & TEA PTE. LTD.,SW11179A002,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,na,na,na
DC GOURMET PTE. LTD.,SW11179A001,237 PANDAN LOOP #01-01/02 WESTECH BUILDING SINGAPORE 128424,B,4,na,na
S POWER EATING HOUSE PTE. LTD.,SW11151B002,9 KRANJI LINK 1ST STOREY SINGAPORE 728645,B,na,na,na
S POWER EATING HOUSE PTE. LTD.,SW11151B001,9 KRANJI LINK 1ST STOREY SINGAPORE 728645,B,na,na,na
JAS BURGER PTE. LTD.,SW10759B003,32 TUAS VIEW SQUARE #01-01 SINGAPORE 637778,B,na,na,na
JAS BURGER PTE. LTD.,SW10759B002,32 TUAS VIEW SQUARE #01-01 SINGAPORE 637778,C,na,na,na
KAARAIKUDI EXPRESS PTE LTD,SW10759B001,32 TUAS VIEW SQUARE #01-01 SINGAPORE 637778,B,na,na,na
SUTHA'S RESTAURANT PTE LTD,SW10668E003,16 TUAS AVENUE 3 BLOCK A 1ST STOREY SINGAPORE 639413,B,na,na,na
HASNAH BINTI AHMAD,SW10668E002,16 TUAS AVENUE 3 BLOCK A 1ST STOREY SINGAPORE 639413,B,na,na,na
SUTHA'S RESTAURANT PTE LTD,SW10668E001,16 TUAS AVENUE 3 BLOCK A 1ST STOREY SINGAPORE 639413,B,na,na,na
NG JENNY,SW10483V005,101 BUKIT BATOK WEST AVENUE 3 EDEN SCHOOL SINGAPORE 659168,A,na,na,na
NG JENNY,SW10483V004,101 BUKIT BATOK WEST AVENUE 3 EDEN SCHOOL SINGAPORE 659168,A,na,na,na
NG JENNY,SW10483V002,101 BUKIT BATOK WEST AVENUE 3 EDEN SCHOOL SINGAPORE 659168,A,na,na,na
NG JENNY,SW10483V001,101 BUKIT BATOK WEST AVENUE 3 EDEN SCHOOL SINGAPORE 659168,A,na,na,na
